sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,var_Number,var_MendeleevNumber,var_AtomicWeight,var_MeltingT,var_Column,var_Row,var_CovalentRadius,var_Electronegativity,var_NsValence,var_NpValence,var_NdValence,var_NfValence,var_NValence,var_NsUnfilled,var_NpUnfilled,var_NdUnfilled,var_NfUnfilled,var_NUnfilled,var_GSvolume_pa,var_GSbandgap,var_GSmagmom,var_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber
153.84,325.36,366.95516,2485.0852,57.84,16,465.2,9.9356,7.08,10.92,29.84,14,61.84,0.92,7.08,0.16,0,8.16,78.5978,0.799,0.047631576,280.04,38.46,81.34,91.73879,621.2713,14.46,4,116.3,2.4839,1.77,2.73,7.46,3.5,15.46,0.23,1.77,0.04,0,2.04,19.64945,0.19975,0.011907894,70.01,75,28,192.981,1673.2,6,4,82,1.54,1,4,10,14,23,1,4,2,0,3,23.845,0.799,0.5953947,213,807,126.6666667,5619.464023,321044.7748,5.555555556,1.888888889,748.8888889,0.288847222,0.138888889,2.805555556,13.33333333,43.55555556,78.55555556,0.138888889,2.138888889,0.555555556,0,0.888888889,93.26778681,0.088666806,0.049235396,11271.80556
153.8,325.2,366.8225,2493.614,57.8,16,465,9.942,7.1,10.9,29.8,14,61.8,0.9,7.1,0.2,0,8.2,78.486,0.799,0.05953947,284.3,38.45,81.3,91.705625,623.4035,14.45,4,116.25,2.4855,1.775,2.725,7.45,3.5,15.45,0.225,1.775,0.05,0,2.05,19.6215,0.19975,0.014884868,71.075,75,28,192.981,1673.2,6,4,82,1.54,1,4,10,14,23,1,4,2,0,3,23.845,0.799,0.5953947,213,807,126.6666667,5619.464023,321044.7748,5.555555556,1.888888889,748.8888889,0.288847222,0.138888889,2.805555556,13.33333333,43.55555556,78.55555556,0.138888889,2.138888889,0.555555556,0,0.888888889,93.26778681,0.088666806,0.049235396,11271.80556
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
151.925,323.85,362.26129,2437.36,57.625,15.85,462.3,9.8595,6.95,10.925,29.75,13.65,61.275,1,6.925,0,0,7.925,78.22125,0.799,0,262.7,38.22012579,81.47169811,91.13491572,613.172327,14.49685535,3.987421384,116.3018868,2.480377358,1.748427673,2.748427673,7.48427673,3.433962264,15.41509434,0.251572327,1.742138365,0,0,1.993710692,19.67830189,0.201006289,0,66.08805031,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
149.85,321.7,357.03678,2423.75,57.25,15.7,458.6,9.809,6.9,10.85,29.5,13.3,60.55,1,6.85,0,0,7.85,77.3975,0.799,0,262.4,37.93670886,81.44303797,90.38905823,613.6075949,14.49367089,3.974683544,116.1012658,2.483291139,1.746835443,2.746835443,7.46835443,3.367088608,15.32911392,0.253164557,1.734177215,0,0,1.987341772,19.5943038,0.202278481,0,66.43037975,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
145.7,317.4,346.58776,2396.53,56.5,15.4,451.2,9.708,6.8,10.7,29,12.6,59.1,1,6.7,0,0,7.7,75.75,0.799,0,261.8,37.35897436,81.38461538,88.86865641,614.4948718,14.48717949,3.948717949,115.6923077,2.489230769,1.743589744,2.743589744,7.435897436,3.230769231,15.15384615,0.256410256,1.717948718,0,0,1.974358974,19.42307692,0.204871795,0,67.12820513,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.15,323.775,365.5118,2438.62,57.6,15.9,463,9.84625,6.95,10.9,29.75,14,61.6,1,6.95,0,0,7.95,78.397,0.779025,0,262.65,38.52830189,81.45283019,91.95265409,613.4893082,14.49056604,4,116.4779874,2.477044025,1.748427673,2.742138365,7.48427673,3.522012579,15.49685535,0.251572327,1.748427673,0,0,2,19.72251572,0.195981132,0,66.0754717,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
152.3,321.55,363.5378,2426.27,57.2,15.8,460,9.7825,6.9,10.8,29.5,14,61.2,1,6.9,0,0,7.9,77.749,0.75905,0,262.3,38.55696203,81.40506329,92.03488608,614.2455696,14.48101266,4,116.4556962,2.476582278,1.746835443,2.734177215,7.46835443,3.544303797,15.49367089,0.253164557,1.746835443,0,0,2,19.68329114,0.192164557,0,66.40506329,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
150.6,317.1,359.5898,2401.57,56.4,15.6,454,9.655,6.8,10.6,29,14,60.4,1,6.8,0,0,7.8,76.453,0.7191,0,261.6,38.61538462,81.30769231,92.20251282,615.7871795,14.46153846,4,116.4102564,2.475641026,1.743589744,2.717948718,7.435897436,3.58974359,15.48717949,0.256410256,1.743589744,0,0,2,19.60333333,0.184384615,0,67.07692308,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.96,325.8,367.414584,2453.2184,57.96,16,465.92,9.9224,7,10.96,30,14,61.96,1,7.04,0,0,8.04,78.8514,0.799,0,271.52,38.49,81.45,91.853646,613.3046,14.49,4,116.48,2.4806,1.75,2.74,7.5,3.5,15.49,0.25,1.76,0,0,2.01,19.71285,0.19975,0,67.88,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.94,325.7,367.378976,2454.3426,57.94,16,465.88,9.9286,7,10.94,30,14,61.94,1,7.06,0,0,8.06,78.7546,0.799,0,275.78,38.485,81.425,91.844744,613.58565,14.485,4,116.47,2.48215,1.75,2.735,7.5,3.5,15.485,0.25,1.765,0,0,2.015,19.68865,0.19975,0,68.945,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
153.92,325.6,367.343368,2455.4668,57.92,16,465.84,9.9348,7,10.92,30,14,61.92,1,7.08,0,0,8.08,78.6578,0.799,0,280.04,38.48,81.4,91.835842,613.8667,14.48,4,116.46,2.4837,1.75,2.73,7.5,3.5,15.48,0.25,1.77,0,0,2.02,19.66445,0.19975,0,70.01,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,4,0,0,3,23.845,0.799,0,213,906.96,82.64,6216.130071,177050.8091,3.44,2.24,898.24,0.298376,0.16,2.24,16,47.04,83.6,0.16,1.76,0,0,1.04,91.345624,0.10214416,0,10821.04
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
154.925,340.85,368.33754,2668.11,58.125,16.6,497.55,10.187,7.45,10.925,29.75,13.65,61.775,1,6.925,0,0,7.925,83.94375,0.799,0,311.2,36.66863905,80.67455621,87.18048284,631.5053254,13.75739645,3.928994083,117.7633136,2.41112426,1.763313609,2.585798817,7.041420118,3.230769231,14.62130178,0.236686391,1.639053254,0,0,1.875739645,19.8683432,0.189112426,0,73.65680473,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
150.45,325.1,358.25203,2469.9,57.35,15.85,465.65,9.8745,7,10.85,29.5,13.3,60.65,1,6.85,0,0,7.85,78.542,0.799,0,272.1,37.6125,81.275,89.5630075,617.475,14.3375,3.9625,116.4125,2.468625,1.75,2.7125,7.375,3.325,15.1625,0.25,1.7125,0,0,1.9625,19.6355,0.19975,0,68.025,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
146.9,324.2,349.01826,2488.83,56.7,15.7,465.3,9.839,7,10.7,29,12.6,59.3,1,6.7,0,0,7.7,78.039,0.799,0,281.2,36.725,81.05,87.254565,622.2075,14.175,3.925,116.325,2.45975,1.75,2.675,7.25,3.15,14.825,0.25,1.675,0,0,1.925,19.50975,0.19975,0,70.3,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
145.125,323.75,344.401375,2498.295,56.375,15.625,465.125,9.82125,7,10.625,28.75,12.25,58.625,1,6.625,0,0,7.625,77.7875,0.799,0,285.75,36.28125,80.9375,86.10034375,624.57375,14.09375,3.90625,116.28125,2.4553125,1.75,2.65625,7.1875,3.0625,14.65625,0.25,1.65625,0,0,1.90625,19.446875,0.19975,0,71.4375,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
143.35,323.3,339.78449,2507.76,56.05,15.55,464.95,9.8035,7,10.55,28.5,11.9,57.95,1,6.55,0,0,7.55,77.536,0.799,0,290.3,35.8375,80.825,84.9461225,626.94,14.0125,3.8875,116.2375,2.450875,1.75,2.6375,7.125,2.975,14.4875,0.25,1.6375,0,0,1.8875,19.384,0.19975,0,72.575,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
141.575,322.85,335.167605,2517.225,55.725,15.475,464.775,9.78575,7,10.475,28.25,11.55,57.275,1,6.475,0,0,7.475,77.2845,0.799,0,294.85,35.39375,80.7125,83.79190125,629.30625,13.93125,3.86875,116.19375,2.4464375,1.75,2.61875,7.0625,2.8875,14.31875,0.25,1.61875,0,0,1.86875,19.321125,0.19975,0,73.7125,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
139.8,322.4,330.55072,2526.69,55.4,15.4,464.6,9.768,7,10.4,28,11.2,56.6,1,6.4,0,0,7.4,77.033,0.799,0,299.4,34.95,80.6,82.63768,631.6725,13.85,3.85,116.15,2.442,1.75,2.6,7,2.8,14.15,0.25,1.6,0,0,1.85,19.25825,0.19975,0,74.85,75,25,192.981,1302.97,14,4,82,2.13,1,4,10,14,27,1,3,0,0,3,23.845,0.799,0,213,716.56,111.76,4818.458187,192428.8121,28.4,1.76,855.04,0.512984,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,81.759616,0.10214416,0,9395.04
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
151.12,322.64,360.0461748,2444.0288,57.44,15.88,466.72,9.8664,6.96,10.88,29.6,13.44,60.88,1.04,6.88,0,0,7.92,78.89673333,0.799,0,271.68,37.78,80.66,90.01154369,611.0072,14.36,3.97,116.68,2.4666,1.74,2.72,7.4,3.36,15.22,0.26,1.72,0,0,1.98,19.72418333,0.19975,0,67.92,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
149.68,320.96,356.3263622,2440.5582,57.16,15.82,467.08,9.8446,6.94,10.82,29.4,13.16,60.32,1.06,6.82,0,0,7.88,78.8226,0.799,0,276.02,37.42,80.24,89.08159054,610.13955,14.29,3.955,116.77,2.46115,1.735,2.705,7.35,3.29,15.08,0.265,1.705,0,0,1.97,19.70565,0.19975,0,69.005,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
148.24,319.28,352.6065495,2437.0876,56.88,15.76,467.44,9.8228,6.92,10.76,29.2,12.88,59.76,1.08,6.76,0,0,7.84,78.74846667,0.799,0,280.36,37.06,79.82,88.15163739,609.2719,14.22,3.94,116.86,2.4557,1.73,2.69,7.3,3.22,14.94,0.27,1.69,0,0,1.96,19.68711667,0.19975,0,70.09,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
139.6,309.2,330.2876739,2416.264,55.2,15.4,469.6,9.692,6.8,10.4,28,11.2,56.4,1.2,6.4,0,0,7.6,78.30366667,0.799,0,306.4,34.9,77.3,82.57191846,604.066,13.8,3.85,117.4,2.423,1.7,2.6,7,2.8,14.1,0.3,1.6,0,0,1.9,19.57591667,0.19975,0,76.6,75,87,192.981,1302.97,15,4,100,2.51,1,4,10,14,28,1,3,0,0,2,23.845,0.799,0,217,725.2,1093.84,4847.17191,186387.6265,32.56,1.76,1151.04,0.678056,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,94.57894844,0.10214416,0,11027.44
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
152.72,324.34,364.088158,2446.8126,57.72,15.96,467.1,9.886,6.98,10.94,29.8,13.72,61.44,1.02,6.94,0,0,7.96,79.84813333,0.799,0,267.34,38.18,81.085,91.0220395,611.70315,14.43,3.99,116.775,2.4715,1.745,2.735,7.45,3.43,15.36,0.255,1.735,0,0,1.99,19.96203333,0.19975,0,66.835,75,86,192.981,1302.97,15,4,137,2.62,1,4,10,14,28,1,3,0,0,2,64.00166667,0.799,0,217,665.04,1068.56,4533.623018,189234.1928,32.56,1.6,1956.16,0.734464,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,535.5107204,0.10214416,0,11027.44
151.44,322.68,360.690516,2442.6552,57.44,15.92,468.2,9.862,6.96,10.88,29.6,13.44,60.88,1.04,6.88,0,0,7.92,80.65126667,0.799,0,271.68,37.86,80.67,90.172629,610.6638,14.36,3.98,117.05,2.4655,1.74,2.72,7.4,3.36,15.22,0.26,1.72,0,0,1.98,20.16281667,0.19975,0,67.92,75,86,192.981,1302.97,15,4,137,2.62,1,4,10,14,28,1,3,0,0,2,64.00166667,0.799,0,217,665.04,1068.56,4533.623018,189234.1928,32.56,1.6,1956.16,0.734464,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,535.5107204,0.10214416,0,11027.44
150.16,321.02,357.292874,2438.4978,57.16,15.88,469.3,9.838,6.94,10.82,29.4,13.16,60.32,1.06,6.82,0,0,7.88,81.4544,0.799,0,276.02,37.54,80.255,89.3232185,609.62445,14.29,3.97,117.325,2.4595,1.735,2.705,7.35,3.29,15.08,0.265,1.705,0,0,1.97,20.3636,0.19975,0,69.005,75,86,192.981,1302.97,15,4,137,2.62,1,4,10,14,28,1,3,0,0,2,64.00166667,0.799,0,217,665.04,1068.56,4533.623018,189234.1928,32.56,1.6,1956.16,0.734464,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,535.5107204,0.10214416,0,11027.44
148.88,319.36,353.895232,2434.3404,56.88,15.84,470.4,9.814,6.92,10.76,29.2,12.88,59.76,1.08,6.76,0,0,7.84,82.25753333,0.799,0,280.36,37.22,79.84,88.473808,608.5851,14.22,3.96,117.6,2.4535,1.73,2.69,7.3,3.22,14.94,0.27,1.69,0,0,1.96,20.56438333,0.19975,0,70.09,75,86,192.981,1302.97,15,4,137,2.62,1,4,10,14,28,1,3,0,0,2,64.00166667,0.799,0,217,665.04,1068.56,4533.623018,189234.1928,32.56,1.6,1956.16,0.734464,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,535.5107204,0.10214416,0,11027.44
147.6,317.7,350.49759,2430.183,56.6,15.8,471.5,9.79,6.9,10.7,29,12.6,59.2,1.1,6.7,0,0,7.8,83.06066667,0.799,0,284.7,36.9,79.425,87.6243975,607.54575,14.15,3.95,117.875,2.4475,1.725,2.675,7.25,3.15,14.8,0.275,1.675,0,0,1.95,20.76516667,0.19975,0,71.175,75,86,192.981,1302.97,15,4,137,2.62,1,4,10,14,28,1,3,0,0,2,64.00166667,0.799,0,217,665.04,1068.56,4533.623018,189234.1928,32.56,1.6,1956.16,0.734464,0.24,3.36,24,31.36,92.24,0.24,1.44,0,0,0.56,535.5107204,0.10214416,0,11027.44
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
152.98,325.67,364.660928,2447.5305,57.94,15.97,465.82,9.9028,7,10.94,30,13.58,61.52,1,7.06,0,0,8.06,78.7843,0.799,0,266.81,38.245,81.4175,91.165232,611.882625,14.485,3.9925,116.455,2.4757,1.75,2.735,7.5,3.395,15.38,0.25,1.765,0,0,2.015,19.696075,0.19975,0,66.7025,75,25,192.981,1302.97,5,4,82,1.66,1,4,10,14,23,1,5,0,0,4,23.845,0.799,0,213,621.84,89.36,4172.269225,182385.0583,3.76,1.76,863.04,0.372736,0.16,2.64,16,31.36,59.6,0.16,2.64,0,0,1.84,83.431564,0.10214416,0,7621.84
152.3,325.45,362.77768,2445.2375,57.9,15.95,465.7,9.898,7,10.9,30,13.3,61.2,1,7.1,0,0,8.1,78.6105,0.799,0,269.35,38.075,81.3625,90.69442,611.309375,14.475,3.9875,116.425,2.4745,1.75,2.725,7.5,3.325,15.3,0.25,1.775,0,0,2.025,19.652625,0.19975,0,67.3375,75,25,192.981,1302.97,5,4,82,1.66,1,4,10,14,23,1,5,0,0,4,23.845,0.799,0,213,621.84,89.36,4172.269225,182385.0583,3.76,1.76,863.04,0.372736,0.16,2.64,16,31.36,59.6,0.16,2.64,0,0,1.84,83.431564,0.10214416,0,7621.84
151.45,325.175,360.42362,2442.37125,57.85,15.925,465.55,9.892,7,10.85,30,12.95,60.8,1,7.15,0,0,8.15,78.39325,0.799,0,272.525,37.8625,81.29375,90.105905,610.5928125,14.4625,3.98125,116.3875,2.473,1.75,2.7125,7.5,3.2375,15.2,0.25,1.7875,0,0,2.0375,19.5983125,0.19975,0,68.13125,75,25,192.981,1302.97,5,4,82,1.66,1,4,10,14,23,1,5,0,0,4,23.845,0.799,0,213,621.84,89.36,4172.269225,182385.0583,3.76,1.76,863.04,0.372736,0.16,2.64,16,31.36,59.6,0.16,2.64,0,0,1.84,83.431564,0.10214416,0,7621.84
150.6,324.9,358.06956,2439.505,57.8,15.9,465.4,9.886,7,10.8,30,12.6,60.4,1,7.2,0,0,8.2,78.176,0.799,0,275.7,37.65,81.225,89.51739,609.87625,14.45,3.975,116.35,2.4715,1.75,2.7,7.5,3.15,15.1,0.25,1.8,0,0,2.05,19.544,0.19975,0,68.925,75,25,192.981,1302.97,5,4,82,1.66,1,4,10,14,23,1,5,0,0,4,23.845,0.799,0,213,621.84,89.36,4172.269225,182385.0583,3.76,1.76,863.04,0.372736,0.16,2.64,16,31.36,59.6,0.16,2.64,0,0,1.84,83.431564,0.10214416,0,7621.84
154,326,367.4858,2450.97,58,16,466,9.91,7,11,30,14,62,1,7,0,0,8,79.045,0.799,0,263,38.5,81.5,91.87145,612.7425,14.5,4,116.5,2.4775,1.75,2.75,7.5,3.5,15.5,0.25,1.75,0,0,2,19.76125,0.19975,0,65.75,75,25,192.981,1302.97,5,4,82,1.54,1,4,10,14,23,1,3,0,0,2,23.845,0.799,0,213,755.25,103.25,5110.0277,221284.0719,4.25,2,948.75,0.36861875,0.1875,2.6875,18.75,36.75,73.25,0.1875,1.1875,0,0,0.5,100.2417047,0.119700188,0,8454.1875
153.325,324.075,365.694465,2462.36,57.675,16,467.675,9.88175,7,10.925,29.75,13.65,61.325,1,6.925,0,0,7.925,79.811,0.799,0,268.425,38.33125,81.01875,91.42361625,615.59,14.41875,4,116.91875,2.4704375,1.75,2.73125,7.4375,3.4125,15.33125,0.25,1.73125,0,0,1.98125,19.95275,0.19975,0,67.10625,75,80,192.981,1302.97,14,4,149,2.55,1,4,10,14,27,1,3,0,0,3,54.485,0.799,0,217,653.2,923.6,4418.615284,201022.1969,28.4,2.24,2311.36,0.69812,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,387.546856,0.10214416,0,11027.44
152.65,322.15,363.90313,2473.75,57.35,16,469.35,9.8535,7,10.85,29.5,13.3,60.65,1,6.85,0,0,7.85,80.577,0.799,0,273.85,38.1625,80.5375,90.9757825,618.4375,14.3375,4,117.3375,2.463375,1.75,2.7125,7.375,3.325,15.1625,0.25,1.7125,0,0,1.9625,20.14425,0.19975,0,68.4625,75,80,192.981,1302.97,14,4,149,2.55,1,4,10,14,27,1,3,0,0,3,54.485,0.799,0,217,653.2,923.6,4418.615284,201022.1969,28.4,2.24,2311.36,0.69812,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,387.546856,0.10214416,0,11027.44
151.3,318.3,360.32046,2496.53,56.7,16,472.7,9.797,7,10.7,29,12.6,59.3,1,6.7,0,0,7.7,82.109,0.799,0,284.7,37.825,79.575,90.080115,624.1325,14.175,4,118.175,2.44925,1.75,2.675,7.25,3.15,14.825,0.25,1.675,0,0,1.925,20.52725,0.19975,0,71.175,75,80,192.981,1302.97,14,4,149,2.55,1,4,10,14,27,1,3,0,0,3,54.485,0.799,0,217,653.2,923.6,4418.615284,201022.1969,28.4,2.24,2311.36,0.69812,0.16,3.36,24,31.36,87.76,0.16,1.44,0,0,1.04,387.546856,0.10214416,0,11027.44
